Station ID,Complex ID,GTFS Stop ID,Division,Line,Stop Name,Borough,Daytime Routes,Structure,GTFS Latitude,GTFS Longitude
380,380,405,IRT,Jerome Av,Bedford Park Blvd - Lehman College,Bx,4,Elevated,40.873412,-73.890064
381,381,406,IRT,Jerome Av,Kingsbridge Rd,Bx,4,Elevated,40.86776,-73.897174
382,382,407,IRT,Jerome Av,Fordham Rd,Bx,4,Elevated,40.862803,-73.901034
383,383,408,IRT,Jerome Av,183 St,Bx,4,Elevated,40.858407,-73.903879
384,384,409,IRT,Jerome Av,Burnside Av,Bx,4,Elevated,40.853453,-73.907684
385,385,410,IRT,Jerome Av,176 St,Bx,4,Elevated,40.84848,-73.911794
386,386,411,IRT,Jerome Av,Mt Eden Av,Bx,4,Elevated,40.844434,-73.914685
387,387,412,IRT,Jerome Av,170 St,Bx,4,Elevated,40.840075,-73.917791
388,388,413,IRT,Jerome Av,167 St,Bx,4,Elevated,40.835537,-73.9214
389,604,414,IRT,Jerome Av,161 St - Yankee Stadium,Bx,4,Elevated,40.827994,-73.925831
390,603,415,IRT,Jerome Av,149 St - Grand Concourse,Bx,4,Subway,40.818375,-73.927351
391,391,416,IRT,Jerome Av,138 St - Grand Concourse,Bx,4 5,Subway,40.813224,-73.929849
392,392,621,IRT,Lexington Av,125 St,M,4 5 6,Subway,40.804138,-73.937594
393,393,622,IRT,Lexington Av,116 St,M,6,Subway,40.798629,-73.941617
394,394,623,IRT,Lexington Av,110 St,M,6,Subway,40.79502,-73.94425
395,395,624,IRT,Lexington Av,103 St,M,6,Subway,40.7906,-73.947478
396,396,625,IRT,Lexington Av,96 St,M,6,Subway,40.785672,-73.95107
397,397,626,IRT,Lexington Av,86 St,M,4 5 6,Subway,40.779492,-73.955589
398,398,627,IRT,Lexington Av,77 St,M,6,Subway,40.77362,-73.959874
399,399,628,IRT,Lexington Av,68 St - Hunter College,M,6,Subway,40.768141,-73.96387
400,613,629,IRT,Lexington Av,59 St,M,4 5 6,Subway,40.762526,-73.967967
401,612,630,IRT,Lexington Av,51 St,M,6,Subway,40.757107,-73.97192
402,610,631,IRT,Lexington Av,Grand Central - 42 St,M,4 5 6,Subway,40.751776,-73.976848
403,403,632,IRT,Lexington Av,33 St,M,6,Subway,40.746081,-73.982076
404,404,633,IRT,Lexington Av,28 St,M,6,Subway,40.74307,-73.984264
405,405,634,IRT,Lexington Av,23 St,M,6,Subway,40.739864,-73.986599
406,602,635,IRT,Lexington Av,14 St - Union Sq,M,4 5 6,Subway,40.734673,-73.989951
407,407,636,IRT,Lexington Av,Astor Pl,M,6,Subway,40.730054,-73.99107
408,619,637,IRT,Lexington Av,Bleecker St,M,6,Subway,40.725915,-73.994659
409,409,638,IRT,Lexington Av,Spring St,M,6,Subway,40.722301,-73.997141
410,623,639,IRT,Lexington Av,Canal St,M,6,Subway,40.718803,-74.000193
411,622,640,IRT,Lexington Av,Brooklyn Bridge - City Hall,M,4 5 6,Subway,40.713065,-74.004131
412,628,418,IRT,Lexington Av,Fulton St,M,4 5,Subway,40.710368,-74.009509
413,413,419,IRT,Lexington Av,Wall St,M,4 5,Subway,40.707557,-74.011862
414,414,420,IRT,Lexington Av,Bowling Green,M,4 5,Subway,40.704817,-74.014065
415,620,423,IRT,Eastern Pky,Borough Hall,Bk,4 5,Subway,40.692404,-73.990151
416,416,201,IRT,Lenox - White Plains Rd,Wakefield - 241 St,Bx,2,Elevated,40.903125,-73.85062
417,417,204,IRT,Lenox - White Plains Rd,Nereid Av,Bx,2 5,Elevated,40.898379,-73.854376
418,418,205,IRT,Lenox - White Plains Rd,233 St,Bx,2 5,Elevated,40.893193,-73.857473
419,419,206,IRT,Lenox - White Plains Rd,225 St,Bx,2 5,Elevated,40.888022,-73.860341
420,420,207,IRT,Lenox - White Plains Rd,219 St,Bx,2 5,Elevated,40.883895,-73.862633
421,421,208,IRT,Lenox - White Plains Rd,Gun Hill Rd,Bx,2 5,Elevated,40.87785,-73.866256
422,422,209,IRT,Lenox - White Plains Rd,Burke Av,Bx,2 5,Elevated,40.871356,-73.867164
423,423,210,IRT,Lenox - White Plains Rd,Allerton Av,Bx,2 5,Elevated,40.865462,-73.867352
424,424,211,IRT,Lenox - White Plains Rd,Pelham Pkwy,Bx,2 5,Elevated,40.857192,-73.867615
425,425,212,IRT,Lenox - White Plains Rd,Bronx Park East,Bx,2 5,Elevated,40.848828,-73.868457
426,426,213,IRT,Lenox - White Plains Rd,E 180 St,Bx,2 5,Elevated,40.841894,-73.873488
427,427,214,IRT,Lenox - White Plains Rd,West Farms Sq - E Tremont Av,Bx,2 5,Elevated,40.840295,-73.880049
428,428,215,IRT,Lenox - White Plains Rd,174 St,Bx,2 5,Elevated,40.837288,-73.887734
429,429,216,IRT,Lenox - White Plains Rd,Freeman St,Bx,2 5,Elevated,40.829993,-73.891865
430,430,217,IRT,Lenox - White Plains Rd,Simpson St,Bx,2 5,Elevated,40.824073,-73.893064
431,431,218,IRT,Lenox - White Plains Rd,Intervale Av,Bx,2 5,Elevated,40.822181,-73.896736
432,432,219,IRT,Lenox - White Plains Rd,Prospect Av,Bx,2 5,Elevated,40.819585,-73.90177
433,433,220,IRT,Lenox - White Plains Rd,Jackson Av,Bx,2 5,Elevated,40.81649,-73.907807
434,434,221,IRT,Lenox - White Plains Rd,3 Av - 149 St,Bx,2 5,Subway,40.816109,-73.917757
435,603,222,IRT,Lenox - White Plains Rd,149 St - Grand Concourse,Bx,2 5,Subway,40.81841,-73.926718
436,436,301,IRT,Lenox - White Plains Rd,Harlem - 148 St,M,3,Subway,40.82388,-73.93647
437,437,302,IRT,Lenox - White Plains Rd,145 St,M,3,Subway,40.820421,-73.936245
438,438,224,IRT,Lenox - White Plains Rd,135 St,M,2 3,Subway,40.814229,-73.94077
439,439,225,IRT,Lenox - White Plains Rd,125 St,M,2 3,Subway,40.807754,-73.945495
440,440,226,IRT,Lenox - White Plains Rd,116 St,M,2 3,Subway,40.802098,-73.949625
441,441,227,IRT,Lenox - White Plains Rd,Central Park North (110 St),M,2 3,Subway,40.799075,-73.951822
442,442,501,IRT,Dyre Av,Eastchester - Dyre Av,Bx,5,At Grade,40.8883,-73.830834
443,443,502,IRT,Dyre Av,Baychester Av,Bx,5,Open Cut,40.878663,-73.838591
444,444,503,IRT,Dyre Av,Gun Hill Rd,Bx,5,Open Cut,40.869526,-73.846384
445,445,504,IRT,Dyre Av,Pelham Pkwy,Bx,5,Open Cut,40.858985,-73.855359
446,446,505,IRT,Dyre Av,Morris Park,Bx,5,Open Cut,40.854364,-73.860495
447,447,701,IRT,Flushing,Flushing - Main St,Q,7,Subway,40.7596,-73.83003
448,448,702,IRT,Flushing,Mets - Willets Point,Q,7,Elevated,40.754622,-73.845625
449,449,705,IRT,Flushing,111 St,Q,7,Elevated,40.75173,-73.855334
450,450,706,IRT,Flushing,103 St - Corona Plaza,Q,7,Elevated,40.749865,-73.8627
451,451,707,IRT,Flushing,Junction Blvd,Q,7,Elevated,40.749145,-73.869527
452,452,708,IRT,Flushing,90 St - Elmhurst Av,Q,7,Elevated,40.748408,-73.876613
453,453,709,IRT,Flushing,82 St - Jackson Hts,Q,7,Elevated,40.747659,-73.883697
454,616,710,IRT,Flushing,74 St - Broadway,Q,7,Elevated,40.746848,-73.891394
455,455,711,IRT,Flushing,69 St,Q,7,Elevated,40.746325,-73.896403
456,456,712,IRT,Flushing,Woodside - 61 St,Q,7,Elevated,40.74563,-73.902984
457,457,713,IRT,Flushing,52 St,Q,7,Elevated,40.744149,-73.912549
458,458,714,IRT,Flushing,46 St,Q,7,Elevated,40.743132,-73.918435
459,459,715,IRT,Flushing,40 St,Q,7,Elevated,40.743781,-73.924016
460,460,716,IRT,Flushing,33 St,Q,7,Elevated,40.744587,-73.930997
461,461,718,IRT,Flushing,Queensboro Plaza,Q,7,Elevated,40.750582,-73.940202
461,461,R09,BMT,Astoria,Queensboro Plaza,Q,N W,Elevated,40.750582,-73.940202
462,606,719,IRT,Flushing,Court Sq,Q,7,Elevated,40.747023,-73.945264
463,463,720,IRT,Flushing,Hunters Point Av,Q,7,Subway,40.742216,-73.948916
464,464,721,IRT,Flushing,Vernon Blvd - Jackson Av,Q,7,Subway,40.742626,-73.953581
465,610,723,IRT,Flushing,Grand Central - 42 St,M,7,Subway,40.751431,-73.976041
466,609,724,IRT,Flushing,5 Av,M,7,Subway,40.753821,-73.981963
467,611,725,IRT,Flushing,Times Sq - 42 St,M,7,Subway,40.755477,-73.987691
468,611,902,IRT,Lexington - Shuttle,Times Sq - 42 St,M,S,Subway,40.755983,-73.986229
469,610,901,IRT,Lexington - Shuttle,Grand Central - 42 St,M,S,Subway,40.752769,-73.979189
471,471,726,IRT,Flushing,34 St - Hudson Yards,M,7,Subway,40.755882,-74.00191
475,475,Q05,IND,Second Av,96 St,M,Q,Subway,40.784318,-73.947152
476,476,Q04,IND,Second Av,86 St,M,Q,Subway,40.777891,-73.951787
477,477,Q03,IND,Second Av,72 St,M,Q,Subway,40.768799,-73.958424
501,501,S31,SIR,Staten Island,St George,SI,SIR,Open Cut,40.643748,-74.073643
502,502,S30,SIR,Staten Island,Tompkinsville,SI,SIR,At Grade,40.636949,-74.074835
503,503,S29,SIR,Staten Island,Stapleton,SI,SIR,Elevated,40.627915,-74.075162
504,504,S28,SIR,Staten Island,Clifton,SI,SIR,Elevated,40.621319,-74.071402
505,505,S27,SIR,Staten Island,Grasmere,SI,SIR,Open Cut,40.603117,-74.084087
506,506,S26,SIR,Staten Island,Old Town,SI,SIR,Embankment,40.596612,-74.087368
507,507,S25,SIR,Staten Island,Dongan Hills,SI,SIR,Embankment,40.588849,-74.09609
508,508,S24,SIR,Staten Island,Jefferson Av,SI,SIR,Embankment,40.583591,-74.103338
509,509,S23,SIR,Staten Island,Grant City,SI,SIR,Open Cut,40.578965,-74.109704
510,510,S22,SIR,Staten Island,New Dorp,SI,SIR,Open Cut,40.57348,-74.11721
511,511,S21,SIR,Staten Island,Oakwood Heights,SI,SIR,Open Cut,40.56511,-74.12632
512,512,S20,SIR,Staten Island,Bay Terrace,SI,SIR,Embankment,40.5564,-74.136907
513,513,S19,SIR,Staten Island,Great Kills,SI,SIR,Open Cut,40.551231,-74.151399
514,514,S18,SIR,Staten Island,Eltingville,SI,SIR,Embankment,40.544601,-74.16457
515,515,S17,SIR,Staten Island,Annadale,SI,SIR,Open Cut,40.54046,-74.178217
516,516,S16,SIR,Staten Island,Huguenot,SI,SIR,Open Cut,40.533674,-74.191794
517,517,S15,SIR,Staten Island,Prince's Bay,SI,SIR,Open Cut,40.525507,-74.200064
518,518,S14,SIR,Staten Island,Pleasant Plains,SI,SIR,Embankment,40.52241,-74.217847
519,519,S13,SIR,Staten Island,Richmond Valley,SI,SIR,Open Cut,40.519631,-74.229141
522,522,S09,SIR,Staten Island,Tottenville,SI,SIR,At Grade,40.512764,-74.251961
523,523,S11,SIR,Staten Island,Arthur Kill,SI,SIR,At Grade,40.516578,-74.242096
